County,Total Population,White Population,Black or African American Population,American Indian and Alaska Native Population,Asian Population,Male Population,Female Population,Hispanic or Latino Population,Median Household Income (Overall),Median Household Income (White Alone),Median Household Income (Black or African American Alone),Median Household Income (American Indian and Alaska Native Alone),Median Household Income (Asian Alone),Median Household Income (Native Hawaiian and Other Pacific Islander Alone),Median Household Income (Some Other Race Alone),Median Household Income (Two or More Races),Median Household Income (Hispanic or Latino),Speak Only English at Home (Population 5 years and over),Speak Spanish at Home (Population 5 years and over),Speak Other Indo-European Languages at Home (Population 5 years and over),Speak Asian and Pacific Island Languages at Home (Population 5 years and over),Speak Other Languages at Home (Population 5 years and over),Year
"Randolph County, North Carolina",143460.0,120630.0,8855.0,440.0,1763.0,70830.0,72630.0,112755.0,48984.0,50845.0,31749.0,18281.0,45227.0,-666666666.0,44276.0,39625.0,45146.0,,,,,,2020
"Richmond County, North Carolina",44759.0,27065.0,14269.0,1155.0,458.0,21891.0,22868.0,25331.0,39051.0,48121.0,25096.0,21466.0,-666666666.0,-666666666.0,-666666666.0,58281.0,42600.0,,,,,,2020
"Robeson County, North Carolina",131656.0,35898.0,31370.0,52907.0,769.0,63484.0,68172.0,32703.0,35362.0,44186.0,27496.0,33767.0,54940.0,-666666666.0,33426.0,45750.0,32382.0,,,,,,2020
"Rockingham County, North Carolina",91051.0,68154.0,16580.0,473.0,639.0,43718.0,47333.0,65584.0,45697.0,49437.0,35254.0,39114.0,-666666666.0,-666666666.0,34193.0,45861.0,39628.0,,,,,,2020
"Rowan County, North Carolina",140978.0,107430.0,22737.0,802.0,1431.0,69673.0,71305.0,101124.0,51054.0,54989.0,40709.0,70600.0,31505.0,-666666666.0,34704.0,39297.0,37237.0,,,,,,2020
"Rutherford County, North Carolina",66741.0,57134.0,6138.0,251.0,345.0,32341.0,34400.0,55286.0,43183.0,44940.0,26233.0,47154.0,63250.0,-666666666.0,75503.0,18798.0,45982.0,,,,,,2020
"Sampson County, North Carolina",63284.0,38439.0,16115.0,1318.0,370.0,31128.0,32156.0,32082.0,42914.0,47930.0,32169.0,38750.0,-666666666.0,-666666666.0,54548.0,30221.0,41289.0,,,,,,2020
"Scotland County, North Carolina",34921.0,15069.0,13542.0,4217.0,269.0,17272.0,17649.0,14900.0,35936.0,46234.0,25360.0,39000.0,-666666666.0,-666666666.0,47147.0,34107.0,46848.0,,,,,,2020
"Stokes County, North Carolina",45688.0,42399.0,1810.0,235.0,175.0,22146.0,23542.0,41484.0,51668.0,52903.0,45193.0,-666666666.0,-666666666.0,-666666666.0,35232.0,29306.0,31991.0,,,,,,2020
"Surry County, North Carolina",71904.0,64195.0,2703.0,239.0,464.0,34852.0,37052.0,59968.0,44979.0,45708.0,32113.0,-666666666.0,55769.0,-666666666.0,44914.0,63250.0,46161.0,,,,,,2020
"Transylvania County, North Carolina",34039.0,31138.0,1454.0,130.0,56.0,16273.0,17766.0,30745.0,51509.0,51871.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,27159.0,,,,,,2020
"Tyrrell County, North Carolina",3978.0,2330.0,1422.0,24.0,19.0,2271.0,1707.0,2270.0,38250.0,47277.0,25000.0,-666666666.0,-666666666.0,-666666666.0,53173.0,-666666666.0,54135.0,,,,,,2020
"Vance County, North Carolina",44614.0,18644.0,21924.0,499.0,375.0,20783.0,23831.0,17422.0,41827.0,55029.0,33919.0,-666666666.0,72708.0,-666666666.0,34609.0,27857.0,40368.0,,,,,,2020
"Wake County, North Carolina",1091662.0,696626.0,220232.0,3413.0,80059.0,531038.0,560624.0,647265.0,83567.0,95031.0,54428.0,69318.0,124191.0,103699.0,46112.0,70520.0,56628.0,,,,,,2020
"Washington County, North Carolina",11788.0,5416.0,5727.0,53.0,35.0,5600.0,6188.0,5216.0,30941.0,41167.0,18884.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,115507.0,-666666666.0,,,,,,2020
"Watauga County, North Carolina",55669.0,52021.0,958.0,278.0,649.0,27764.0,27905.0,51012.0,46453.0,46529.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,45455.0,68534.0,31319.0,,,,,,2020
"Wilkes County, North Carolina",68341.0,61780.0,2642.0,140.0,406.0,33685.0,34656.0,59536.0,44980.0,45290.0,31250.0,-666666666.0,-666666666.0,26573.0,46853.0,38940.0,45789.0,,,,,,2020
"Wilson County, North Carolina",81579.0,40722.0,32464.0,401.0,516.0,38464.0,43115.0,38035.0,44594.0,62189.0,31651.0,-666666666.0,82792.0,-666666666.0,23859.0,26378.0,29461.0,,,,,,2020
"Yancey County, North Carolina",17870.0,17004.0,114.0,99.0,53.0,8820.0,9050.0,16515.0,44554.0,44876.0,75563.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,80000.0,35382.0,,,,,,2020
"Alamance County, North Carolina",169185.0,114027.0,33392.0,580.0,2898.0,80687.0,88498.0,105121.0,55078.0,61360.0,39764.0,53654.0,88553.0,-666666666.0,51373.0,58027.0,50815.0,,,,,,2021
"Alexander County, North Carolina",36491.0,31989.0,1845.0,328.0,409.0,18568.0,17923.0,31505.0,55041.0,56435.0,42545.0,-666666666.0,-666666666.0,-666666666.0,78586.0,-666666666.0,61400.0,,,,,,2021
"Alleghany County, North Carolina",10910.0,10221.0,188.0,34.0,58.0,5372.0,5538.0,9413.0,38930.0,38700.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,38850.0,34063.0,,,,,,2021
"Anson County, North Carolina",22388.0,10387.0,10947.0,81.0,205.0,11299.0,11089.0,9923.0,39862.0,48034.0,32237.0,-666666666.0,-666666666.0,-666666666.0,46964.0,-666666666.0,37151.0,,,,,,2021
"Ashe County, North Carolina",26598.0,25491.0,252.0,84.0,137.0,13095.0,13503.0,24484.0,43938.0,44025.0,57353.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,20469.0,26028.0,,,,,,2021
"Avery County, North Carolina",17747.0,16002.0,729.0,216.0,94.0,9806.0,7941.0,15534.0,46383.0,46170.0,-666666666.0,45278.0,168640.0,-666666666.0,36700.0,47672.0,40242.0,,,,,,2021
"Beaufort County, North Carolina",44898.0,31734.0,10917.0,20.0,147.0,21421.0,23477.0,29358.0,51894.0,59763.0,32397.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,29524.0,28821.0,,,,,,2021
"Bertie County, North Carolina",18105.0,6312.0,11093.0,61.0,137.0,9201.0,8904.0,6177.0,37571.0,53565.0,26755.0,-666666666.0,105875.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,,,,,,2021
"Bladen County, North Carolina",30105.0,17187.0,10494.0,931.0,58.0,14429.0,15676.0,16405.0,39259.0,53501.0,23973.0,49333.0,-666666666.0,-666666666.0,37076.0,29362.0,36272.0,,,,,,2021
"Brunswick County, North Carolina",133789.0,111535.0,12125.0,561.0,802.0,64555.0,69234.0,108794.0,64400.0,66321.0,47022.0,-666666666.0,62692.0,-666666666.0,58526.0,59365.0,58390.0,,,,,,2021
"Buncombe County, North Carolina",266981.0,230739.0,15402.0,817.0,3197.0,128615.0,138366.0,221146.0,59699.0,61957.0,35967.0,80221.0,72143.0,-666666666.0,42458.0,48945.0,38892.0,,,,,,2021
"Burke County, North Carolina",87829.0,73174.0,5484.0,852.0,3197.0,44127.0,43702.0,71088.0,48142.0,50994.0,38359.0,45644.0,58527.0,-666666666.0,22375.0,26653.0,27781.0,,,,,,2021
"Cabarrus County, North Carolina",221200.0,149558.0,42689.0,309.0,10105.0,108453.0,112747.0,138390.0,75765.0,78562.0,57615.0,2499.0,137381.0,-666666666.0,58399.0,103007.0,65625.0,,,,,,2021
"Caldwell County, North Carolina",80705.0,70857.0,3379.0,124.0,444.0,39996.0,40709.0,69763.0,48549.0,49222.0,29022.0,-666666666.0,105603.0,-666666666.0,45837.0,63333.0,41595.0,,,,,,2021
"Camden County, North Carolina",10353.0,8408.0,1093.0,0.0,193.0,5320.0,5033.0,8174.0,68560.0,68393.0,66042.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,89025.0,-666666666.0,,,,,,2021
"Carteret County, North Carolina",67944.0,60129.0,3021.0,229.0,878.0,33553.0,34391.0,58433.0,61805.0,63432.0,34808.0,39224.0,68969.0,-666666666.0,57500.0,46201.0,46511.0,,,,,,2021
"Caswell County, North Carolina",22785.0,14214.0,7366.0,26.0,174.0,11615.0,11170.0,13827.0,53279.0,54944.0,46765.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,66146.0,-666666666.0,,,,,,2021
"Catawba County, North Carolina",159852.0,123814.0,12941.0,482.0,7143.0,78651.0,81201.0,118535.0,57840.0,60929.0,36156.0,37500.0,74732.0,-666666666.0,37614.0,58091.0,38000.0,,,,,,2021
"Chatham County, North Carolina",75070.0,57518.0,8576.0,121.0,1223.0,35817.0,39253.0,53404.0,76791.0,85983.0,47017.0,-666666666.0,129931.0,-666666666.0,46371.0,101196.0,56621.0,,,,,,2021
"Cherokee County, North Carolina",28515.0,26433.0,402.0,482.0,206.0,14011.0,14504.0,25746.0,43319.0,43792.0,23750.0,26171.0,70650.0,-666666666.0,-666666666.0,43971.0,52389.0,,,,,,2021
"Chowan County, North Carolina",13796.0,8285.0,4784.0,16.0,59.0,6553.0,7243.0,8223.0,46288.0,60193.0,26863.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,,,,,,2021
"Clay County, North Carolina",10997.0,10318.0,259.0,191.0,78.0,5277.0,5720.0,10180.0,47155.0,49756.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,,,,,,2021
"Cleveland County, North Carolina",98898.0,72743.0,20049.0,99.0,889.0,47714.0,51184.0,71058.0,45646.0,50827.0,32618.0,-666666666.0,-666666666.0,-666666666.0,37259.0,33500.0,37425.0,,,,,,2021
"Columbus County, North Carolina",51474.0,31341.0,15035.0,1917.0,257.0,25644.0,25830.0,30179.0,40562.0,45136.0,31266.0,41915.0,-666666666.0,-666666666.0,56250.0,37991.0,29000.0,,,,,,2021
"Craven County, North Carolina",101405.0,70415.0,21745.0,414.0,2673.0,50915.0,50490.0,65800.0,56325.0,63227.0,35786.0,-666666666.0,-666666666.0,53984.0,36421.0,43382.0,43079.0,,,,,,2021
"Cumberland County, North Carolina",333582.0,155577.0,124114.0,4110.0,8281.0,165964.0,167618.0,138642.0,50746.0,59669.0,41451.0,35655.0,54656.0,59904.0,46373.0,49592.0,48193.0,,,,,,2021
"Currituck County, North Carolina",27575.0,24151.0,1594.0,34.0,186.0,13778.0,13797.0,23786.0,79416.0,80848.0,49931.0,-666666666.0,-666666666.0,-666666666.0,64402.0,96176.0,89145.0,,,,,,2021
"Dare County, North Carolina",36718.0,32629.0,1348.0,64.0,179.0,18460.0,18258.0,31524.0,69500.0,71276.0,-666666666.0,-666666666.0,69621.0,-666666666.0,54766.0,55650.0,53190.0,,,,,,2021
"Davidson County, North Carolina",168002.0,139941.0,16140.0,400.0,2503.0,82445.0,85557.0,132231.0,53083.0,55897.0,34743.0,68125.0,56556.0,-666666666.0,33485.0,56290.0,38242.0,,,,,,2021
"Davie County, North Carolina",42543.0,36940.0,1953.0,225.0,260.0,20757.0,21786.0,35520.0,64657.0,66771.0,29566.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,77964.0,51792.0,,,,,,2021
"Duplin County, North Carolina",49836.0,32630.0,10943.0,199.0,220.0,24539.0,25297.0,25321.0,45744.0,53167.0,29290.0,-666666666.0,82692.0,-666666666.0,71633.0,35484.0,51738.0,,,,,,2021
"Durham County, North Carolina",320146.0,156682.0,112716.0,1131.0,15798.0,153606.0,166540.0,136269.0,67000.0,84963.0,46350.0,61469.0,86810.0,-666666666.0,51250.0,59777.0,51508.0,,,,,,2021
"Edgecombe County, North Carolina",49609.0,19212.0,28170.0,114.0,117.0,23121.0,26488.0,17587.0,41974.0,54038.0,35050.0,-666666666.0,83512.0,-666666666.0,28333.0,37328.0,44853.0,,,,,,2021
"Forsyth County, North Carolina",380583.0,237646.0,98510.0,1634.0,9217.0,181271.0,199312.0,211485.0,56830.0,66108.0,36737.0,58625.0,90035.0,65208.0,47732.0,60625.0,44031.0,,,,,,2021
"Franklin County, North Carolina",67598.0,44567.0,16039.0,305.0,394.0,33650.0,33948.0,42483.0,62332.0,69728.0,50515.0,75428.0,-666666666.0,-666666666.0,48571.0,47569.0,54770.0,,,,,,2021
"Gaston County, North Carolina",226097.0,167832.0,38614.0,549.0,3883.0,109657.0,116440.0,159204.0,56819.0,60454.0,43191.0,-666666666.0,90081.0,-666666666.0,41788.0,58594.0,45534.0,,,,,,2021
"Gates County, North Carolina",10584.0,6665.0,3176.0,111.0,128.0,5124.0,5460.0,6641.0,51599.0,65049.0,34454.0,56438.0,-666666666.0,-666666666.0,-666666666.0,71845.0,71875.0,,,,,,2021
"Graham County, North Carolina",8089.0,6984.0,14.0,741.0,0.0,3845.0,4244.0,6899.0,41977.0,41796.0,-666666666.0,58750.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,41250.0,,,,,,2021
"Granville County, North Carolina",60854.0,36253.0,17957.0,200.0,307.0,31046.0,29808.0,34714.0,60606.0,72019.0,46452.0,-666666666.0,-666666666.0,-666666666.0,41679.0,69194.0,42745.0,,,,,,2021
"Greene County, North Carolina",20524.0,10980.0,7086.0,79.0,9.0,11419.0,9105.0,9519.0,45766.0,55173.0,30544.0,-666666666.0,-666666666.0,-666666666.0,44732.0,58098.0,47542.0,,,,,,2021
"Guilford County, North Carolina",537113.0,282055.0,184695.0,2196.0,27676.0,255614.0,281499.0,261759.0,58646.0,71459.0,43710.0,37375.0,73409.0,-666666666.0,41825.0,52973.0,46440.0,,,,,,2021
"Halifax County, North Carolina",49291.0,19015.0,25467.0,1619.0,374.0,23908.0,25383.0,18536.0,37832.0,54248.0,26810.0,29737.0,139545.0,-666666666.0,33563.0,36833.0,34279.0,,,,,,2021
"Harnett County, North Carolina",133074.0,87022.0,28160.0,1737.0,1681.0,66234.0,66840.0,80272.0,59676.0,63309.0,45848.0,39712.0,85255.0,67396.0,46678.0,67229.0,56563.0,,,,,,2021
"Haywood County, North Carolina",61695.0,57645.0,434.0,290.0,339.0,30026.0,31669.0,56711.0,52063.0,52297.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,52813.0,55568.0,,,,,,2021
"Henderson County, North Carolina",115613.0,102346.0,3962.0,311.0,1588.0,55817.0,59796.0,95346.0,59928.0,62038.0,43013.0,23278.0,75096.0,-666666666.0,51842.0,35398.0,39289.0,,,,,,2021
"Hertford County, North Carolina",22010.0,7562.0,13002.0,302.0,210.0,10973.0,11037.0,7182.0,43523.0,49575.0,36692.0,27222.0,-666666666.0,-666666666.0,-666666666.0,47989.0,51339.0,,,,,,2021
"Hoke County, North Carolina",52169.0,22633.0,17343.0,3802.0,801.0,25850.0,26319.0,19857.0,53456.0,62287.0,47852.0,39241.0,90135.0,-666666666.0,42021.0,55714.0,55729.0,,,,,,2021
"Hyde County, North Carolina",4697.0,2901.0,1318.0,7.0,0.0,2533.0,2164.0,2592.0,48577.0,55425.0,27866.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,66067.0,67041.0,,,,,,2021
"Iredell County, North Carolina",183965.0,144560.0,21860.0,427.0,4502.0,91161.0,92804.0,137809.0,66824.0,70798.0,42445.0,42861.0,82175.0,-666666666.0,61667.0,57429.0,53185.0,,,,,,2021
"Jackson County, North Carolina",42983.0,34896.0,883.0,3206.0,437.0,21210.0,21773.0,34205.0,47989.0,50218.0,36920.0,37679.0,-666666666.0,-666666666.0,51250.0,39653.0,35568.0,,,,,,2021
"Johnston County, North Carolina",211320.0,153298.0,34166.0,1095.0,1470.0,104195.0,107125.0,139211.0,66026.0,71971.0,50224.0,94148.0,73355.0,-666666666.0,39350.0,63484.0,46600.0,,,,,,2021
"Jones County, North Carolina",9326.0,5813.0,2594.0,70.0,121.0,4660.0,4666.0,5788.0,42401.0,47625.0,28271.0,-666666666.0,-666666666.0,-666666666.0,24545.0,-666666666.0,-666666666.0,,,,,,2021
"Lee County, North Carolina",62676.0,44432.0,12035.0,378.0,761.0,30576.0,32100.0,35956.0,57674.0,61141.0,42700.0,-666666666.0,68806.0,-666666666.0,48906.0,57569.0,45738.0,,,,,,2021
"Lenoir County, North Carolina",55344.0,29055.0,21938.0,82.0,432.0,26731.0,28613.0,26829.0,41092.0,51331.0,33090.0,-666666666.0,23716.0,-666666666.0,43750.0,38389.0,39529.0,,,,,,2021
"Lincoln County, North Carolina",85670.0,75220.0,4277.0,114.0,717.0,42653.0,43017.0,72001.0,65399.0,66822.0,37740.0,-666666666.0,-666666666.0,-666666666.0,84141.0,82654.0,63750.0,,,,,,2021
"McDowell County, North Carolina",44527.0,39921.0,1446.0,109.0,470.0,22270.0,22257.0,38743.0,50615.0,51138.0,34750.0,-666666666.0,84296.0,-666666666.0,-666666666.0,29620.0,52553.0,,,,,,2021
"Macon County, North Carolina",36532.0,33547.0,519.0,128.0,229.0,17902.0,18630.0,32277.0,48169.0,49644.0,25888.0,64337.0,-666666666.0,-666666666.0,36776.0,26027.0,34375.0,,,,,,2021
"Madison County, North Carolina",21269.0,19957.0,315.0,75.0,72.0,10479.0,10790.0,19789.0,51396.0,51888.0,78333.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,32212.0,69643.0,,,,,,2021
"Martin County, North Carolina",22213.0,11834.0,9399.0,39.0,143.0,10441.0,11772.0,11444.0,41798.0,55525.0,34956.0,-666666666.0,102750.0,-666666666.0,-666666666.0,24378.0,23744.0,,,,,,2021
"Mecklenburg County, North Carolina",1100984.0,549391.0,345887.0,3812.0,66545.0,531598.0,569386.0,501903.0,73124.0,93305.0,51689.0,40950.0,99185.0,49438.0,49779.0,70409.0,56163.0,,,,,,2021
"Mitchell County, North Carolina",14951.0,14080.0,45.0,76.0,42.0,7431.0,7520.0,13678.0,48320.0,48914.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,,,,,,2021
"Montgomery County, North Carolina",25891.0,18305.0,4512.0,376.0,434.0,12471.0,13420.0,16181.0,50618.0,54497.0,32000.0,-666666666.0,61542.0,-666666666.0,60724.0,34438.0,44470.0,,,,,,2021
"Moore County, North Carolina",98618.0,78304.0,10546.0,614.0,1104.0,48125.0,50493.0,75329.0,67440.0,73046.0,40569.0,49631.0,-666666666.0,-666666666.0,45117.0,51963.0,45195.0,,,,,,2021
"Nash County, North Carolina",94628.0,47434.0,38554.0,538.0,832.0,45518.0,49110.0,45571.0,52837.0,63632.0,44731.0,52986.0,84046.0,-666666666.0,45868.0,52355.0,51037.0,,,,,,2021
"New Hanover County, North Carolina",225175.0,179231.0,28326.0,523.0,2953.0,107649.0,117526.0,173110.0,62362.0,68311.0,40931.0,-666666666.0,77759.0,-666666666.0,38672.0,41554.0,49073.0,,,,,,2021
"Northampton County, North Carolina",17917.0,7028.0,9842.0,77.0,22.0,8857.0,9060.0,6896.0,39764.0,53888.0,34145.0,-666666666.0,-666666666.0,-666666666.0,28438.0,-666666666.0,-666666666.0,,,,,,2021
"Onslow County, North Carolina",201597.0,145281.0,28896.0,1068.0,4011.0,112174.0,89423.0,131799.0,54732.0,56961.0,43419.0,45736.0,48750.0,-666666666.0,58737.0,51667.0,63546.0,,,,,,2021
"Orange County, North Carolina",147376.0,107887.0,16286.0,934.0,11607.0,70328.0,77048.0,101543.0,79205.0,85657.0,44843.0,-666666666.0,107078.0,-666666666.0,60776.0,67344.0,73150.0,,,,,,2021
"Pamlico County, North Carolina",12293.0,9358.0,2328.0,25.0,79.0,6248.0,6045.0,9122.0,52124.0,59391.0,19669.0,-666666666.0,-666666666.0,-666666666.0,57589.0,30893.0,41250.0,,,,,,2021
"Pasquotank County, North Carolina",40240.0,22976.0,14593.0,133.0,490.0,19760.0,20480.0,21713.0,56510.0,64535.0,49364.0,-666666666.0,-666666666.0,-666666666.0,44375.0,-666666666.0,38176.0,,,,,,2021
"Pender County, North Carolina",59964.0,45930.0,8121.0,130.0,356.0,30294.0,29670.0,44524.0,65681.0,72660.0,35331.0,-666666666.0,2499.0,-666666666.0,24522.0,74643.0,32910.0,,,,,,2021
"Perquimans County, North Carolina",13002.0,9410.0,2969.0,28.0,79.0,6212.0,6790.0,9237.0,53138.0,59222.0,25959.0,-666666666.0,14009.0,-666666666.0,-666666666.0,-666666666.0,33125.0,,,,,,2021
"Person County, North Carolina",38999.0,26021.0,10099.0,165.0,186.0,18894.0,20105.0,25677.0,55759.0,67321.0,33678.0,-666666666.0,38482.0,-666666666.0,23794.0,34640.0,33310.0,,,,,,2021
"Pitt County, North Carolina",170600.0,94288.0,60052.0,483.0,2950.0,80552.0,90048.0,91116.0,50422.0,62660.0,37188.0,41250.0,67848.0,-666666666.0,40561.0,42639.0,43434.0,,,,,,2021
"Polk County, North Carolina",19413.0,17594.0,939.0,21.0,133.0,9147.0,10266.0,16717.0,55058.0,56193.0,35833.0,-666666666.0,31875.0,-666666666.0,-666666666.0,75273.0,43333.0,,,,,,2021
"Randolph County, North Carolina",143735.0,119501.0,8586.0,464.0,1766.0,71270.0,72465.0,111975.0,51598.0,53856.0,31532.0,30987.0,49006.0,-666666666.0,47634.0,44232.0,47664.0,,,,,,2021
"Richmond County, North Carolina",43301.0,25427.0,13783.0,1273.0,343.0,21124.0,22177.0,24208.0,38926.0,50813.0,24864.0,23265.0,-666666666.0,-666666666.0,33362.0,62854.0,46691.0,,,,,,2021
"Robeson County, North Carolina",118836.0,30503.0,27509.0,49445.0,699.0,57513.0,61323.0,28316.0,36736.0,48563.0,28274.0,34786.0,56193.0,-666666666.0,36333.0,43036.0,36055.0,,,,,,2021
"Rockingham County, North Carolina",90903.0,67003.0,16696.0,359.0,608.0,44044.0,46859.0,64997.0,46993.0,52785.0,36592.0,41822.0,-666666666.0,-666666666.0,35658.0,37386.0,37986.0,,,,,,2021
"Rowan County, North Carolina",145784.0,109504.0,23554.0,751.0,1545.0,72298.0,73486.0,103370.0,53600.0,57604.0,41477.0,73551.0,48611.0,71429.0,38704.0,30278.0,39612.0,,,,,,2021
"Rutherford County, North Carolina",64592.0,54935.0,5878.0,124.0,325.0,31359.0,33233.0,53194.0,45500.0,47505.0,31705.0,53313.0,-666666666.0,-666666666.0,-666666666.0,31250.0,48078.0,,,,,,2021
"Sampson County, North Carolina",59468.0,34719.0,15025.0,1134.0,369.0,29389.0,30079.0,29807.0,45127.0,51302.0,33098.0,49167.0,-666666666.0,-666666666.0,52917.0,33839.0,42021.0,,,,,,2021
"Scotland County, North Carolina",34345.0,14506.0,13260.0,4304.0,354.0,16982.0,17363.0,14331.0,39866.0,48591.0,27243.0,42031.0,-666666666.0,-666666666.0,40865.0,42353.0,47375.0,,,,,,2021
"Stanly County, North Carolina",62148.0,51428.0,7288.0,242.0,1149.0,31440.0,30708.0,49767.0,56462.0,60748.0,25081.0,95722.0,99036.0,-666666666.0,-666666666.0,55714.0,52601.0,,,,,,2021
"Stokes County, North Carolina",44588.0,41113.0,1736.0,152.0,194.0,21812.0,22776.0,40322.0,52637.0,55075.0,40822.0,-666666666.0,-666666666.0,-666666666.0,31148.0,32750.0,58980.0,,,,,,2021
"Surry County, North Carolina",71439.0,63253.0,2790.0,213.0,483.0,34919.0,36520.0,59204.0,50881.0,51952.0,39323.0,-666666666.0,41932.0,-666666666.0,53368.0,49375.0,50464.0,,,,,,2021
"Swain County, North Carolina",14166.0,8949.0,113.0,4286.0,82.0,6858.0,7308.0,8425.0,48608.0,50885.0,-666666666.0,46264.0,-666666666.0,-666666666.0,-666666666.0,33073.0,-666666666.0,,,,,,2021
"Transylvania County, North Carolina",32979.0,29960.0,1448.0,67.0,31.0,16000.0,16979.0,29673.0,57830.0,58221.0,62536.0,81406.0,-666666666.0,-666666666.0,29676.0,-666666666.0,34112.0,,,,,,2021
"Tyrrell County, North Carolina",3436.0,1991.0,1252.0,10.0,16.0,1937.0,1499.0,1947.0,40938.0,52776.0,31373.0,-666666666.0,-666666666.0,-666666666.0,55714.0,-666666666.0,56250.0,,,,,,2021
"Union County, North Carolina",235699.0,180545.0,26984.0,839.0,8188.0,116780.0,118919.0,166224.0,88465.0,92592.0,65442.0,77000.0,173409.0,-666666666.0,64931.0,72271.0,70304.0,,,,,,2021
"Vance County, North Carolina",42650.0,17521.0,20425.0,462.0,399.0,19989.0,22661.0,16413.0,45243.0,59072.0,35940.0,102917.0,75652.0,-666666666.0,36415.0,28094.0,49545.0,,,,,,2021
"Wake County, North Carolina",1112883.0,695410.0,221415.0,3361.0,83676.0,544184.0,568699.0,654410.0,88471.0,101086.0,55473.0,65636.0,135046.0,101847.0,49891.0,75234.0,60557.0,,,,,,2021
"Warren County, North Carolina",18889.0,7262.0,9331.0,1162.0,93.0,9394.0,9495.0,7120.0,39588.0,55609.0,31400.0,35740.0,-666666666.0,-666666666.0,-666666666.0,51042.0,36522.0,,,,,,2021
"Washington County, North Carolina",11183.0,5001.0,5474.0,61.0,36.0,5524.0,5659.0,4817.0,32937.0,50250.0,20553.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,120262.0,-666666666.0,,,,,,2021
"Watauga County, North Carolina",54077.0,50392.0,998.0,236.0,691.0,26710.0,27367.0,49405.0,48786.0,48736.0,-666666666.0,30455.0,63229.0,-666666666.0,48320.0,71316.0,30217.0,,,,,,2021
"Wayne County, North Carolina",117692.0,70739.0,35901.0,162.0,1314.0,57965.0,59727.0,61317.0,49488.0,57987.0,37457.0,58333.0,92011.0,-666666666.0,45302.0,51844.0,42152.0,,,,,,2021
"Wilkes County, North Carolina",66335.0,59328.0,2578.0,226.0,375.0,33111.0,33224.0,57527.0,46079.0,46772.0,29559.0,-666666666.0,243421.0,-666666666.0,49468.0,38696.0,39575.0,,,,,,2021
