County,Total Population,White Population,Black or African American Population,American Indian and Alaska Native Population,Asian Population,Male Population,Female Population,Hispanic or Latino Population,Median Household Income (Overall),Median Household Income (White Alone),Median Household Income (Black or African American Alone),Median Household Income (American Indian and Alaska Native Alone),Median Household Income (Asian Alone),Median Household Income (Native Hawaiian and Other Pacific Islander Alone),Median Household Income (Some Other Race Alone),Median Household Income (Two or More Races),Median Household Income (Hispanic or Latino),Speak Only English at Home (Population 5 years and over),Speak Spanish at Home (Population 5 years and over),Speak Other Indo-European Languages at Home (Population 5 years and over),Speak Asian and Pacific Island Languages at Home (Population 5 years and over),Speak Other Languages at Home (Population 5 years and over),Year
"Randolph County, North Carolina",143118.0,119970.0,8619.0,671.0,1737.0,70546.0,72572.0,113095.0,47288.0,49654.0,40569.0,-666666666.0,43604.0,-666666666.0,39922.0,29596.0,40298.0,,,,,,2019
"Stokes County, North Carolina",45781.0,42590.0,1909.0,191.0,167.0,22256.0,23525.0,41701.0,48054.0,49103.0,44593.0,48362.0,-666666666.0,-666666666.0,-666666666.0,30847.0,30036.0,,,,,,2019
"Washington County, North Carolina",11922.0,5450.0,5658.0,30.0,26.0,5591.0,6331.0,5290.0,35979.0,46351.0,19713.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,80588.0,21514.0,,,,,,2019
"Clay County, North Carolina",10946.0,10580.0,228.0,43.0,22.0,5213.0,5733.0,10224.0,42222.0,43694.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,,,,,,2019
"Cumberland County, North Carolina",332861.0,166394.0,123259.0,4881.0,8267.0,165585.0,167276.0,144661.0,46875.0,53500.0,39303.0,34023.0,50369.0,51935.0,38986.0,41661.0,41219.0,,,,,,2019
"Guilford County, North Carolina",527868.0,291462.0,178875.0,2858.0,26115.0,249974.0,277894.0,265781.0,53261.0,64834.0,38516.0,38835.0,63587.0,-666666666.0,39503.0,46720.0,44345.0,,,,,,2019
"Jackson County, North Carolina",42938.0,35688.0,956.0,3443.0,315.0,20985.0,21953.0,34635.0,47252.0,49309.0,33576.0,46114.0,2499.0,-666666666.0,26667.0,27262.0,23068.0,,,,,,2019
"Pasquotank County, North Carolina",39514.0,23087.0,14449.0,27.0,485.0,19268.0,20246.0,21636.0,50558.0,59272.0,38700.0,-666666666.0,-666666666.0,-666666666.0,40208.0,29226.0,38117.0,,,,,,2019
"Robeson County, North Carolina",132596.0,37096.0,31585.0,52863.0,798.0,63995.0,68601.0,33332.0,34976.0,42816.0,27724.0,33968.0,54688.0,-666666666.0,31558.0,53854.0,31712.0,,,,,,2019
"Swain County, North Carolina",14260.0,9147.0,67.0,4268.0,54.0,6966.0,7294.0,8799.0,39317.0,38552.0,-666666666.0,42873.0,90982.0,-666666666.0,-666666666.0,37969.0,-666666666.0,,,,,,2019
"Wake County, North Carolina",1069079.0,698759.0,218151.0,3841.0,74284.0,519794.0,549285.0,641723.0,80591.0,91128.0,53325.0,69028.0,111750.0,-666666666.0,46661.0,76056.0,52264.0,,,,,,2019
"Anson County, North Carolina",24902.0,11892.0,12094.0,66.0,331.0,13056.0,11846.0,11106.0,40213.0,49713.0,28769.0,-666666666.0,49000.0,-666666666.0,42031.0,9948.0,34888.0,,,,,,2019
"McDowell County, North Carolina",45227.0,41437.0,1628.0,155.0,415.0,22752.0,22475.0,39518.0,43646.0,44488.0,31989.0,-666666666.0,-666666666.0,-666666666.0,75845.0,23926.0,48393.0,,,,,,2019
"Franklin County, North Carolina",66362.0,44679.0,16594.0,794.0,329.0,32942.0,33420.0,42120.0,55193.0,63016.0,42961.0,43188.0,-666666666.0,-666666666.0,51415.0,46250.0,48513.0,,,,,,2019
"Jones County, North Carolina",9594.0,6303.0,2923.0,96.0,8.0,4750.0,4844.0,6003.0,38158.0,45646.0,26797.0,13382.0,-666666666.0,-666666666.0,-666666666.0,48438.0,28750.0,,,,,,2019
"Macon County, North Carolina",34813.0,32536.0,580.0,240.0,302.0,16864.0,17949.0,30998.0,45507.0,46341.0,25256.0,60866.0,-666666666.0,-666666666.0,31732.0,-666666666.0,32988.0,,,,,,2019
"Brunswick County, North Carolina",131815.0,110980.0,12864.0,907.0,766.0,63419.0,68396.0,107968.0,58236.0,60112.0,36946.0,57737.0,67031.0,-666666666.0,41904.0,60612.0,41472.0,,,,,,2019
"Transylvania County, North Carolina",33775.0,30933.0,1612.0,99.0,47.0,16252.0,17523.0,30528.0,50212.0,50231.0,61224.0,88214.0,-666666666.0,-666666666.0,-666666666.0,113478.0,26372.0,,,,,,2019
"Beaufort County, North Carolina",47168.0,33969.0,11782.0,124.0,52.0,22529.0,24639.0,31047.0,45212.0,53070.0,27185.0,-666666666.0,-666666666.0,-666666666.0,40735.0,41823.0,27919.0,,,,,,2019
"Columbus County, North Carolina",56068.0,34778.0,17089.0,2094.0,228.0,27857.0,28211.0,33257.0,37628.0,42598.0,27157.0,39155.0,-666666666.0,-666666666.0,41905.0,34231.0,27079.0,,,,,,2019
"Lincoln County, North Carolina",82919.0,74133.0,4125.0,201.0,593.0,41244.0,41675.0,70326.0,57536.0,59490.0,32142.0,43553.0,-666666666.0,-666666666.0,41813.0,62212.0,47888.0,,,,,,2019
"Montgomery County, North Carolina",27252.0,20612.0,4794.0,82.0,393.0,13345.0,13907.0,17241.0,44146.0,48899.0,29537.0,85000.0,63264.0,-666666666.0,-666666666.0,-666666666.0,41300.0,,,,,,2019
"Orange County, North Carolina",144836.0,109195.0,16562.0,820.0,11363.0,69204.0,75632.0,100490.0,71723.0,78139.0,44533.0,52188.0,73926.0,-666666666.0,42528.0,58125.0,49539.0,,,,,,2019
"Richmond County, North Carolina",44997.0,27785.0,14344.0,1075.0,436.0,22048.0,22949.0,25675.0,36148.0,42902.0,23401.0,26982.0,55528.0,-666666666.0,42450.0,25375.0,30702.0,,,,,,2019
"Sampson County, North Carolina",63385.0,39791.0,16080.0,1166.0,356.0,31127.0,32258.0,32319.0,42151.0,47533.0,31136.0,40833.0,28036.0,-666666666.0,41399.0,44265.0,39032.0,,,,,,2019
"Surry County, North Carolina",71971.0,65358.0,2683.0,247.0,415.0,34908.0,37063.0,60359.0,43597.0,44349.0,31875.0,-666666666.0,52143.0,-666666666.0,33950.0,50640.0,37945.0,,,,,,2019
"Avery County, North Carolina",17506.0,16109.0,693.0,231.0,77.0,9616.0,7890.0,15534.0,40340.0,40406.0,-666666666.0,42794.0,-666666666.0,-666666666.0,33864.0,-666666666.0,19432.0,,,,,,2019
"Buncombe County, North Carolina",256886.0,228237.0,16101.0,1069.0,3249.0,123240.0,133646.0,214615.0,52207.0,53599.0,33324.0,75933.0,62656.0,-666666666.0,36762.0,37255.0,32042.0,,,,,,2019
"Cabarrus County, North Carolina",206615.0,145738.0,37166.0,684.0,7700.0,100729.0,105886.0,135523.0,67328.0,71126.0,49750.0,113002.0,132703.0,-666666666.0,47074.0,51472.0,51261.0,,,,,,2019
"Caswell County, North Carolina",22684.0,14307.0,7425.0,48.0,152.0,11395.0,11289.0,13876.0,45733.0,50057.0,40572.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,28672.0,,,,,,2019
"Davie County, North Carolina",42257.0,37753.0,2094.0,126.0,300.0,20485.0,21772.0,35669.0,60434.0,62200.0,33699.0,-666666666.0,-666666666.0,-666666666.0,61456.0,40872.0,43350.0,,,,,,2019
"Davidson County, North Carolina",165381.0,141830.0,15232.0,512.0,2586.0,80791.0,84590.0,132598.0,49546.0,52166.0,29969.0,76447.0,65093.0,-666666666.0,42045.0,36167.0,40111.0,,,,,,2019
"Duplin County, North Carolina",58967.0,42010.0,14006.0,270.0,223.0,28715.0,30252.0,30404.0,41764.0,47108.0,27760.0,100195.0,78000.0,-666666666.0,31000.0,36900.0,34861.0,,,,,,2019
"Durham County, North Carolina",311848.0,161919.0,113682.0,779.0,15279.0,149039.0,162809.0,132449.0,60958.0,75072.0,44099.0,-666666666.0,76616.0,51250.0,50254.0,56629.0,47587.0,,,,,,2019
"Hertford County, North Carolina",24012.0,8422.0,14263.0,289.0,184.0,11901.0,12111.0,7984.0,41028.0,46078.0,36400.0,33125.0,-666666666.0,-666666666.0,46220.0,-666666666.0,47628.0,,,,,,2019
"Lee County, North Carolina",60481.0,44592.0,12273.0,498.0,807.0,29309.0,31172.0,35156.0,49994.0,54523.0,33150.0,-666666666.0,64153.0,-666666666.0,39625.0,69667.0,41144.0,,,,,,2019
"New Hanover County, North Carolina",227938.0,184851.0,31337.0,577.0,3012.0,108794.0,119144.0,175756.0,54891.0,61315.0,29820.0,-666666666.0,64402.0,39609.0,31789.0,27938.0,41855.0,,,,,,2019
"Pender County, North Carolina",60399.0,46947.0,8612.0,273.0,263.0,29972.0,30427.0,45342.0,57240.0,62963.0,33413.0,50781.0,-666666666.0,-666666666.0,39482.0,91250.0,40316.0,,,,,,2019
"Wayne County, North Carolina",123603.0,78721.0,37666.0,375.0,1488.0,60358.0,63245.0,66033.0,44416.0,53322.0,31627.0,52083.0,49973.0,-666666666.0,28550.0,42005.0,32209.0,,,,,,2019
"Scotland County, North Carolina",35076.0,15317.0,13660.0,4171.0,284.0,17293.0,17783.0,15148.0,37238.0,46688.0,24219.0,43942.0,44632.0,-666666666.0,46741.0,39028.0,-666666666.0,,,,,,2019
"Watauga County, North Carolina",54925.0,51539.0,967.0,383.0,651.0,27313.0,27612.0,50357.0,47526.0,47590.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,31341.0,69167.0,31064.0,,,,,,2019
"Halifax County, North Carolina",51190.0,20721.0,27013.0,1930.0,374.0,24757.0,26433.0,19657.0,35502.0,48083.0,28396.0,30729.0,86667.0,-666666666.0,41250.0,31938.0,41964.0,,,,,,2019
"Alamance County, North Carolina",163324.0,113953.0,31926.0,668.0,2602.0,77542.0,85782.0,104623.0,49688.0,56809.0,34936.0,41677.0,62885.0,112727.0,38777.0,39454.0,40242.0,,,,,,2019
"Tyrrell County, North Carolina",4095.0,2268.0,1521.0,37.0,18.0,2356.0,1739.0,2175.0,35300.0,42500.0,24338.0,-666666666.0,-666666666.0,-666666666.0,50313.0,-666666666.0,49250.0,,,,,,2019
"Anson County, North Carolina",24430.0,11540.0,11990.0,108.0,315.0,12394.0,12036.0,10905.0,39799.0,49281.0,29498.0,-666666666.0,49545.0,-666666666.0,45341.0,-666666666.0,34337.0,,,,,,2020
"Beaufort County, North Carolina",47160.0,33548.0,11607.0,63.0,49.0,22430.0,24730.0,30988.0,48051.0,55368.0,31677.0,-666666666.0,-666666666.0,-666666666.0,45625.0,36180.0,26944.0,,,,,,2020
"Brunswick County, North Carolina",137303.0,115159.0,12919.0,830.0,725.0,65902.0,71401.0,111788.0,59763.0,62114.0,40193.0,57767.0,40606.0,-666666666.0,42697.0,52298.0,38409.0,,,,,,2020
"Cabarrus County, North Carolina",211605.0,146344.0,39530.0,672.0,8780.0,103136.0,108469.0,135642.0,71177.0,74487.0,55675.0,2499.0,125675.0,71276.0,48793.0,66845.0,53082.0,,,,,,2020
"Carteret County, North Carolina",69301.0,61715.0,3418.0,212.0,786.0,33928.0,35373.0,59743.0,57871.0,59279.0,38750.0,-666666666.0,91627.0,-666666666.0,53875.0,45833.0,46916.0,,,,,,2020
"Chatham County, North Carolina",72853.0,57630.0,8598.0,130.0,1182.0,34691.0,38162.0,52365.0,69799.0,78633.0,41498.0,-666666666.0,140521.0,-666666666.0,43909.0,95030.0,50461.0,,,,,,2020
"Cleveland County, North Carolina",97765.0,72430.0,20260.0,240.0,985.0,47150.0,50615.0,70917.0,43512.0,48580.0,29694.0,-666666666.0,46250.0,-666666666.0,37061.0,35139.0,37021.0,,,,,,2020
"Cumberland County, North Carolina",334562.0,162289.0,124500.0,4299.0,8452.0,166102.0,168460.0,142180.0,48177.0,56151.0,40137.0,35930.0,49222.0,55625.0,40497.0,46559.0,43851.0,,,,,,2020
"Davidson County, North Carolina",166837.0,140969.0,15760.0,422.0,2572.0,81445.0,85392.0,132663.0,50454.0,52901.0,31071.0,-666666666.0,64635.0,-666666666.0,36339.0,71139.0,36013.0,,,,,,2020
"Durham County, North Carolina",317665.0,161588.0,112965.0,850.0,15802.0,151807.0,165858.0,135354.0,62812.0,78067.0,45261.0,59636.0,74902.0,51033.0,50094.0,49613.0,50306.0,,,,,,2020
"Franklin County, North Carolina",68027.0,45378.0,16389.0,644.0,311.0,33766.0,34261.0,43055.0,58172.0,65810.0,47449.0,34075.0,-666666666.0,140750.0,32443.0,36492.0,43500.0,,,,,,2020
"Graham County, North Carolina",8501.0,7443.0,16.0,764.0,0.0,4003.0,4498.0,7335.0,42207.0,41505.0,-666666666.0,68750.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,,,,,,2020
"Guilford County, North Carolina",532956.0,288050.0,182467.0,2559.0,27443.0,252457.0,280499.0,264497.0,54794.0,66617.0,40497.0,39205.0,66976.0,-666666666.0,44703.0,48324.0,43569.0,,,,,,2020
"Haywood County, North Carolina",61862.0,58482.0,541.0,326.0,468.0,30109.0,31753.0,57103.0,51548.0,51882.0,54245.0,-666666666.0,-666666666.0,-666666666.0,19669.0,60799.0,37917.0,,,,,,2020
"Hyde County, North Carolina",5089.0,3231.0,1501.0,6.0,0.0,2706.0,2383.0,2790.0,46667.0,52981.0,28016.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,64107.0,,,,,,2020
"Johnston County, North Carolina",203308.0,152289.0,32889.0,971.0,1334.0,99822.0,103486.0,136014.0,61806.0,66140.0,46550.0,101310.0,69145.0,-666666666.0,35298.0,61923.0,40800.0,,,,,,2020
"Lenoir County, North Carolina",56350.0,29875.0,21871.0,113.0,195.0,27180.0,29170.0,27598.0,39923.0,49698.0,31771.0,-666666666.0,-666666666.0,-666666666.0,60929.0,34860.0,39841.0,,,,,,2020
"Macon County, North Carolina",35172.0,32746.0,522.0,224.0,329.0,16923.0,18249.0,31243.0,45703.0,46961.0,24250.0,60500.0,-666666666.0,-666666666.0,33583.0,15946.0,33500.0,,,,,,2020
"Mecklenburg County, North Carolina",1095170.0,568313.0,346514.0,3818.0,66376.0,526453.0,568717.0,506691.0,69240.0,86988.0,49396.0,38525.0,93631.0,-666666666.0,43734.0,67321.0,50672.0,,,,,,2020
"Stanly County, North Carolina",62050.0,51637.0,7206.0,317.0,1058.0,31014.0,31036.0,49951.0,54104.0,58010.0,23637.0,90234.0,93421.0,-666666666.0,-666666666.0,60625.0,50321.0,,,,,,2020
"Swain County, North Carolina",14241.0,9221.0,95.0,4294.0,64.0,6878.0,7363.0,8706.0,45554.0,46236.0,-666666666.0,49107.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,93796.0,,,,,,2020
"Union County, North Carolina",235767.0,187121.0,27297.0,574.0,7804.0,116112.0,119655.0,168665.0,82557.0,85150.0,61909.0,71150.0,161578.0,-666666666.0,52271.0,77981.0,65027.0,,,,,,2020
"Warren County, North Carolina",19746.0,7707.0,9913.0,1119.0,99.0,9649.0,10097.0,7492.0,37476.0,50851.0,28931.0,32375.0,38750.0,-666666666.0,-666666666.0,44125.0,36359.0,,,,,,2020
"Wayne County, North Carolina",123785.0,76823.0,37614.0,324.0,1473.0,60600.0,63185.0,65500.0,47221.0,55395.0,34673.0,56313.0,65125.0,-666666666.0,43456.0,52183.0,40799.0,,,,,,2020
"Yadkin County, North Carolina",37589.0,34336.0,1211.0,125.0,38.0,18627.0,18962.0,31606.0,46954.0,49077.0,27396.0,42500.0,-666666666.0,-666666666.0,22411.0,33599.0,34985.0,,,,,,2020
"Alamance County, North Carolina",166144.0,114429.0,32917.0,688.0,2679.0,78854.0,87290.0,104817.0,51580.0,58183.0,37341.0,47500.0,74659.0,96250.0,46454.0,42205.0,46068.0,,,,,,2020
"Alexander County, North Carolina",37271.0,32670.0,1924.0,350.0,394.0,19049.0,18222.0,32317.0,51329.0,53045.0,40300.0,58468.0,46316.0,-666666666.0,48194.0,-666666666.0,44929.0,,,,,,2020
"Alleghany County, North Carolina",11085.0,10526.0,183.0,54.0,47.0,5377.0,5708.0,9615.0,37158.0,36917.0,40491.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,67733.0,26865.0,,,,,,2020
"Ashe County, North Carolina",27009.0,25891.0,199.0,77.0,162.0,13288.0,13721.0,24959.0,43030.0,43211.0,122583.0,-666666666.0,-666666666.0,-666666666.0,26184.0,16891.0,27303.0,,,,,,2020
"Avery County, North Carolina",17510.0,16099.0,762.0,197.0,76.0,9635.0,7875.0,15515.0,42695.0,42680.0,-666666666.0,42625.0,161033.0,-666666666.0,34375.0,41250.0,31625.0,,,,,,2020
"Bertie County, North Carolina",19081.0,6641.0,11803.0,76.0,136.0,9572.0,9509.0,6534.0,35042.0,54138.0,25639.0,-666666666.0,100625.0,-666666666.0,-666666666.0,88125.0,-666666666.0,,,,,,2020
"Bladen County, North Carolina",33209.0,19225.0,11520.0,876.0,53.0,15982.0,17227.0,18195.0,37188.0,46701.0,23570.0,48824.0,-666666666.0,-666666666.0,36753.0,26563.0,36802.0,,,,,,2020
"Buncombe County, North Carolina",259576.0,227845.0,15957.0,836.0,3268.0,124395.0,135181.0,216260.0,55032.0,56945.0,36024.0,75080.0,66957.0,-666666666.0,36290.0,36661.0,36598.0,,,,,,2020
"Burke County, North Carolina",90148.0,75763.0,5521.0,813.0,3343.0,44935.0,45213.0,73345.0,43915.0,45974.0,36704.0,42039.0,50841.0,2499.0,22394.0,23375.0,30528.0,,,,,,2020
"Caldwell County, North Carolina",82056.0,72500.0,3509.0,194.0,428.0,40494.0,41562.0,71350.0,46094.0,46772.0,26708.0,-666666666.0,101232.0,-666666666.0,36836.0,120463.0,32242.0,,,,,,2020
"Camden County, North Carolina",10654.0,8721.0,1181.0,24.0,195.0,5369.0,5285.0,8536.0,63834.0,64627.0,37177.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,73125.0,,,,,,2020
"Caswell County, North Carolina",22619.0,14241.0,7391.0,56.0,204.0,11416.0,11203.0,13778.0,47938.0,52320.0,40852.0,-666666666.0,-666666666.0,-666666666.0,116667.0,-666666666.0,-666666666.0,,,,,,2020
"Catawba County, North Carolina",158507.0,124385.0,13148.0,632.0,7064.0,77513.0,80994.0,118594.0,54690.0,57435.0,35737.0,30605.0,78529.0,-666666666.0,39191.0,61736.0,39476.0,,,,,,2020
"Cherokee County, North Carolina",28413.0,26433.0,365.0,489.0,219.0,13913.0,14500.0,25762.0,40793.0,41340.0,20139.0,24135.0,68194.0,-666666666.0,-666666666.0,42917.0,37292.0,,,,,,2020
"Chowan County, North Carolina",13995.0,8463.0,4790.0,65.0,68.0,6631.0,7364.0,8388.0,44050.0,53958.0,30909.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,,,,,,2020
"Clay County, North Carolina",11150.0,10754.0,215.0,58.0,20.0,5158.0,5992.0,10384.0,42160.0,42453.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,,,,,,2020
"Columbus County, North Carolina",55659.0,34770.0,16519.0,1964.0,246.0,27580.0,28079.0,32918.0,38487.0,43467.0,30705.0,41111.0,-666666666.0,-666666666.0,46580.0,34634.0,26639.0,,,,,,2020
"Craven County, North Carolina",102290.0,71278.0,21899.0,673.0,2982.0,51413.0,50877.0,66719.0,53894.0,60151.0,38046.0,31902.0,34982.0,51378.0,35361.0,35156.0,42986.0,,,,,,2020
"Currituck County, North Carolina",27210.0,24261.0,1496.0,93.0,111.0,13515.0,13695.0,23672.0,73741.0,73529.0,69543.0,-666666666.0,108300.0,-666666666.0,74038.0,93313.0,65956.0,,,,,,2020
"Dare County, North Carolina",36698.0,33445.0,1223.0,54.0,200.0,18377.0,18321.0,31929.0,65420.0,66232.0,-666666666.0,250001.0,-666666666.0,-666666666.0,58200.0,-666666666.0,41671.0,,,,,,2020
"Davie County, North Carolina",42543.0,37696.0,2035.0,273.0,295.0,20628.0,21915.0,35806.0,62028.0,63703.0,31583.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,52222.0,52037.0,,,,,,2020
"Duplin County, North Carolina",58965.0,40646.0,13655.0,222.0,187.0,28746.0,30219.0,30263.0,43422.0,48615.0,30315.0,100216.0,81250.0,-666666666.0,61383.0,-666666666.0,42214.0,,,,,,2020
"Edgecombe County, North Carolina",52069.0,20497.0,29920.0,176.0,84.0,24168.0,27901.0,18697.0,40489.0,50107.0,34424.0,-666666666.0,-666666666.0,-666666666.0,25081.0,41019.0,39183.0,,,,,,2020
"Forsyth County, North Carolina",378499.0,242798.0,98741.0,1318.0,9070.0,179533.0,198966.0,212309.0,53583.0,62502.0,35335.0,50139.0,86419.0,62550.0,46204.0,49632.0,39968.0,,,,,,2020
"Gaston County, North Carolina",222119.0,168479.0,36817.0,665.0,3764.0,107131.0,114988.0,158980.0,53474.0,57176.0,38410.0,44167.0,86534.0,-666666666.0,40301.0,52250.0,42788.0,,,,,,2020
"Gates County, North Carolina",11519.0,7260.0,3638.0,93.0,178.0,5571.0,5948.0,7252.0,45871.0,60605.0,35127.0,54306.0,-666666666.0,-666666666.0,-666666666.0,98864.0,-666666666.0,,,,,,2020
"Granville County, North Carolina",59823.0,36105.0,17635.0,214.0,324.0,30465.0,29358.0,34500.0,56924.0,68095.0,42813.0,-666666666.0,70850.0,-666666666.0,38768.0,83006.0,38902.0,,,,,,2020
"Greene County, North Carolina",20987.0,11961.0,7087.0,103.0,10.0,11529.0,9458.0,9809.0,43563.0,51619.0,28631.0,-666666666.0,-666666666.0,-666666666.0,45288.0,55746.0,40325.0,,,,,,2020
"Halifax County, North Carolina",50678.0,20078.0,26439.0,1771.0,367.0,24445.0,26233.0,19301.0,35904.0,49353.0,26649.0,27750.0,130417.0,-666666666.0,50320.0,48444.0,50814.0,,,,,,2020
"Harnett County, North Carolina",134328.0,89770.0,28169.0,1316.0,1810.0,66571.0,67757.0,82035.0,54565.0,60436.0,40813.0,29904.0,83527.0,83375.0,39902.0,46375.0,50349.0,,,,,,2020
"Henderson County, North Carolina",116298.0,105339.0,4168.0,323.0,1618.0,55747.0,60551.0,96418.0,58928.0,59636.0,42045.0,-666666666.0,68644.0,-666666666.0,-666666666.0,-666666666.0,38250.0,,,,,,2020
"Hertford County, North Carolina",23752.0,8255.0,14295.0,312.0,206.0,11754.0,11998.0,7868.0,42588.0,47038.0,40073.0,32917.0,-666666666.0,-666666666.0,45450.0,42115.0,47955.0,,,,,,2020
"Hoke County, North Carolina",54590.0,24060.0,18320.0,4197.0,780.0,26979.0,27611.0,21310.0,51140.0,61284.0,43271.0,41410.0,85179.0,-666666666.0,38186.0,58173.0,50237.0,,,,,,2020
"Iredell County, North Carolina",178853.0,143147.0,21605.0,550.0,4365.0,88179.0,90674.0,135146.0,62551.0,66084.0,37206.0,-666666666.0,80777.0,-666666666.0,54278.0,61958.0,47055.0,,,,,,2020
"Jackson County, North Carolina",43435.0,36039.0,899.0,3245.0,318.0,21095.0,22340.0,34999.0,46820.0,48611.0,35500.0,43833.0,2499.0,-666666666.0,43068.0,-666666666.0,33681.0,,,,,,2020
"Jones County, North Carolina",9453.0,6079.0,2790.0,89.0,35.0,4671.0,4782.0,5893.0,38324.0,44044.0,30694.0,13125.0,-666666666.0,-666666666.0,29375.0,50795.0,30227.0,,,,,,2020
"Lee County, North Carolina",61083.0,44316.0,11994.0,421.0,896.0,29511.0,31572.0,35446.0,52294.0,57456.0,34091.0,-666666666.0,66388.0,-666666666.0,40500.0,55809.0,41967.0,,,,,,2020
"Lincoln County, North Carolina",84580.0,75047.0,4190.0,151.0,702.0,41833.0,42747.0,71335.0,59592.0,60948.0,32429.0,-666666666.0,-666666666.0,-666666666.0,60536.0,82250.0,51995.0,,,,,,2020
"McDowell County, North Carolina",45402.0,41218.0,1672.0,77.0,465.0,22941.0,22461.0,39730.0,47085.0,48092.0,33938.0,-666666666.0,78853.0,-666666666.0,75347.0,24433.0,41229.0,,,,,,2020
"Madison County, North Carolina",21608.0,20496.0,320.0,72.0,107.0,10619.0,10989.0,20274.0,46190.0,46070.0,73125.0,-666666666.0,80625.0,-666666666.0,11750.0,-666666666.0,66071.0,,,,,,2020
"Martin County, North Carolina",22644.0,12132.0,9523.0,67.0,145.0,10539.0,12105.0,11734.0,39909.0,50371.0,33071.0,-666666666.0,98167.0,-666666666.0,-666666666.0,24148.0,23608.0,,,,,,2020
"Mitchell County, North Carolina",14959.0,14322.0,21.0,77.0,28.0,7453.0,7506.0,13746.0,48841.0,48800.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,66324.0,45227.0,,,,,,2020
"Montgomery County, North Carolina",27223.0,20566.0,4729.0,129.0,419.0,13514.0,13709.0,17212.0,45147.0,50022.0,31137.0,-666666666.0,59223.0,-666666666.0,-666666666.0,-666666666.0,42153.0,,,,,,2020
"Moore County, North Carolina",99263.0,80195.0,10994.0,782.0,1358.0,47786.0,51477.0,76249.0,63324.0,67458.0,38271.0,49615.0,-666666666.0,-666666666.0,60938.0,52216.0,38059.0,,,,,,2020
"Nash County, North Carolina",94287.0,48456.0,38174.0,583.0,858.0,45118.0,49169.0,46380.0,49949.0,61852.0,40762.0,50045.0,80815.0,-666666666.0,39144.0,44188.0,43485.0,,,,,,2020
"New Hanover County, North Carolina",231448.0,186681.0,30436.0,544.0,3145.0,110218.0,121230.0,178457.0,56689.0,62124.0,33732.0,-666666666.0,74000.0,-666666666.0,30905.0,28814.0,43658.0,,,,,,2020
"Northampton County, North Carolina",19672.0,7740.0,10903.0,100.0,63.0,9596.0,10076.0,7609.0,38969.0,53009.0,32838.0,-666666666.0,-666666666.0,-666666666.0,60563.0,21528.0,60250.0,,,,,,2020
"Onslow County, North Carolina",198377.0,146790.0,28312.0,1082.0,3958.0,110051.0,88326.0,130601.0,51560.0,53626.0,45678.0,43979.0,46581.0,31691.0,55729.0,40509.0,56629.0,,,,,,2020
"Orange County, North Carolina",146354.0,110108.0,16364.0,725.0,11564.0,69669.0,76685.0,101525.0,74803.0,80367.0,47254.0,51385.0,88309.0,-666666666.0,55972.0,57500.0,62797.0,,,,,,2020
"Pamlico County, North Carolina",12673.0,9671.0,2355.0,29.0,73.0,6438.0,6235.0,9426.0,48531.0,54880.0,18371.0,26250.0,-666666666.0,-666666666.0,23667.0,-666666666.0,33333.0,,,,,,2020
"Pasquotank County, North Carolina",39775.0,22930.0,14334.0,66.0,466.0,19434.0,20341.0,21713.0,54439.0,60971.0,49939.0,112656.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,39340.0,,,,,,2020
"Pender County, North Carolina",61891.0,47895.0,8791.0,173.0,321.0,31006.0,30885.0,46520.0,60044.0,67752.0,33631.0,41607.0,-666666666.0,-666666666.0,22097.0,95131.0,31321.0,,,,,,2020
"Perquimans County, North Carolina",13513.0,9962.0,3203.0,27.0,63.0,6521.0,6992.0,9767.0,51036.0,57862.0,22062.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,72639.0,-666666666.0,,,,,,2020
"Person County, North Carolina",39561.0,26525.0,10075.0,243.0,150.0,19046.0,20515.0,26177.0,57323.0,65036.0,34579.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,37406.0,31667.0,,,,,,2020
"Pitt County, North Carolina",179961.0,101118.0,62752.0,635.0,3227.0,84646.0,95315.0,97253.0,49337.0,59564.0,36587.0,-666666666.0,51417.0,-666666666.0,37006.0,45230.0,40480.0,,,,,,2020
"Polk County, North Carolina",20682.0,18768.0,996.0,75.0,153.0,9733.0,10949.0,17941.0,52125.0,53977.0,32276.0,-666666666.0,29018.0,-666666666.0,27159.0,43864.0,41815.0,,,,,,2020
